case_name,num_items,spearman_q,kendall_q,mean_deviation_q,noise_std,spearman_p,kendall_p,mean_deviation_p,metric_name
10k-5seg-20L,10,0.9394,0.8667,0.6,0.05,,,,UAff-F1
10k-5seg-20L,10,0.5273,0.4222,2.4,0.05,,,,UAff-F1
10k-5seg-20L,10,0.8909,0.7778,0.8,0.1,,,,UAff-F1
10k-5seg-20L,10,0.9636,0.9111,0.4,0.1,,,,UAff-F1
10k-5seg-20L,10,0.8667,0.7333,1.2,0.1,,,,UAff-F1
10k-5seg-20L,10,0.7091,0.5556,1.6,0.1,,,,UAff-F1
MSL,4,,,,0.05,1.0,1.0,0.0,UAff-F1
MSL,4,,,,0.1,1.0,1.0,0.0,UAff-F1
MSL,10,0.9879,0.9556,0.2,0.05,,,,UAff-F1
MSL,10,1.0,1.0,0.0,0.05,,,,UAff-F1
MSL,10,0.9636,0.8667,0.6,0.05,,,,UAff-F1
MSL,10,0.9879,0.9556,0.2,0.1,,,,UAff-F1
MSL,10,1.0,1.0,0.0,0.1,,,,UAff-F1
MSL,10,-0.5758,-0.3333,4.8,0.1,,,,UAff-F1
NIPS_TS_Creditcard,4,,,,0.05,0.4,0.3333,1.0,UAff-F1
NIPS_TS_Creditcard,4,,,,0.05,1.0,1.0,0.0,UAff-F1
NIPS_TS_Creditcard,4,,,,0.05,0.8,0.6667,0.5,UAff-F1
NIPS_TS_Creditcard,4,,,,0.1,1.0,1.0,0.0,UAff-F1
NIPS_TS_Creditcard,4,,,,0.1,0.8,0.6667,0.5,UAff-F1
NIPS_TS_Creditcard,10,0.9636,0.8667,0.6,0.05,,,,UAff-F1
NIPS_TS_Creditcard,10,0.9879,0.9556,0.2,0.05,,,,UAff-F1
NIPS_TS_Creditcard,10,0.9394,0.8667,0.6,0.05,,,,UAff-F1
NIPS_TS_Creditcard,10,0.8424,0.6444,1.4,0.05,,,,UAff-F1
NIPS_TS_Creditcard,10,0.9879,0.9556,0.2,0.1,,,,UAff-F1
NIPS_TS_Creditcard,10,0.9758,0.9111,0.4,0.1,,,,UAff-F1
NIPS_TS_Creditcard,10,0.7818,0.6444,1.4,0.1,,,,UAff-F1
PSM,4,,,,0.05,1.0,1.0,0.0,UAff-F1
PSM,4,,,,0.1,1.0,1.0,0.0,UAff-F1
PSM,10,0.9152,0.8222,0.6,0.05,,,,UAff-F1
PSM,10,0.9879,0.9556,0.2,0.05,,,,UAff-F1
PSM,10,0.9394,0.8222,0.6,0.05,,,,UAff-F1
PSM,10,0.9515,0.8667,0.6,0.05,,,,UAff-F1
PSM,10,0.4303,0.5111,1.8,0.1,,,,UAff-F1
PSM,10,-0.0182,0.1556,3.2,0.1,,,,UAff-F1
PSM,10,-0.3333,-0.1111,4.2,0.1,,,,UAff-F1
PSM,10,-0.9515,-0.8667,5.0,0.1,,,,UAff-F1
SMD-1-1,4,,,,0.05,1.0,1.0,0.0,UAff-F1
SMD-1-1,4,,,,0.1,0.8,0.6667,0.5,UAff-F1
SMD-1-1,4,,,,0.1,1.0,1.0,0.0,UAff-F1
SMD-1-1,10,0.7212,0.6444,1.2,0.05,,,,UAff-F1
SMD-1-1,10,0.9273,0.7778,0.8,0.05,,,,UAff-F1
SMD-1-1,10,0.9515,0.8667,0.6,0.05,,,,UAff-F1
SMD-1-1,10,0.9515,0.8667,0.4,0.05,,,,UAff-F1
SMD-1-1,10,0.6848,0.5556,1.4,0.1,,,,UAff-F1
SMD-1-1,10,0.7939,0.6444,1.4,0.1,,,,UAff-F1
SMD-1-1,10,0.8788,0.7778,1.0,0.1,,,,UAff-F1
SMD-1-1,10,-0.3333,-0.1111,4.2,0.1,,,,UAff-F1
SMD-2-1,4,,,,0.05,0.4,0.3333,1.0,UAff-F1
SMD-2-1,4,,,,0.05,0.8,0.6667,0.5,UAff-F1
SMD-2-1,4,,,,0.05,1.0,1.0,0.0,UAff-F1
SMD-2-1,4,,,,0.1,0.4,0.3333,1.0,UAff-F1
SMD-2-1,4,,,,0.1,0.8,0.6667,0.5,UAff-F1
SMD-2-1,4,,,,0.1,1.0,1.0,0.0,UAff-F1
SMD-2-1,10,0.9879,0.9556,0.2,0.05,,,,UAff-F1
SMD-2-1,10,0.9515,0.8667,0.6,0.05,,,,UAff-F1
SMD-2-1,10,0.9515,0.8667,0.4,0.05,,,,UAff-F1
SMD-2-1,10,0.9879,0.9556,0.2,0.1,,,,UAff-F1
SMD-2-1,10,0.9758,0.9111,0.4,0.1,,,,UAff-F1
SMD-2-1,10,0.9515,0.8667,0.6,0.1,,,,UAff-F1
SMD-3-1,4,,,,0.05,-0.4,-0.3333,1.5,UAff-F1
SMD-3-1,4,,,,0.05,-0.2,0.0,1.5,UAff-F1
SMD-3-1,4,,,,0.05,1.0,1.0,0.0,UAff-F1
SMD-3-1,4,,,,0.05,0.8,0.6667,0.5,UAff-F1
SMD-3-1,4,,,,0.1,0.0,0.0,1.5,UAff-F1
SMD-3-1,4,,,,0.1,-0.4,-0.3333,1.5,UAff-F1
SMD-3-1,4,,,,0.1,0.4,0.3333,1.0,UAff-F1
SMD-3-1,4,,,,0.1,1.0,1.0,0.0,UAff-F1
SMD-3-1,4,,,,0.1,0.8,0.6667,0.5,UAff-F1
SMD-3-1,10,0.9394,0.8222,0.6,0.05,,,,UAff-F1
SMD-3-1,10,0.9879,0.9556,0.2,0.05,,,,UAff-F1
SMD-3-1,10,0.9758,0.9111,0.4,0.05,,,,UAff-F1
SMD-3-1,10,0.1879,0.1556,3.2,0.05,,,,UAff-F1
SMD-3-1,10,0.9394,0.8222,0.6,0.1,,,,UAff-F1
SMD-3-1,10,1.0,1.0,0.0,0.1,,,,UAff-F1
SMD-3-1,10,0.9515,0.8667,0.6,0.1,,,,UAff-F1
SMD-3-1,10,0.0788,0.0667,3.4,0.1,,,,UAff-F1
SWAT,4,,,,0.05,1.0,1.0,0.0,UAff-F1
SWAT,4,,,,0.1,1.0,1.0,0.0,UAff-F1
SWAT,10,1.0,1.0,0.0,0.05,,,,UAff-F1
SWAT,10,0.9879,0.9556,0.2,0.1,,,,UAff-F1
SWAT,10,1.0,1.0,0.0,0.1,,,,UAff-F1
SWAT,10,-0.5758,-0.3333,4.8,0.1,,,,UAff-F1
100k-100seg-100H,4,,,,0.0,1.0,1.0,0.0,AUC-ROC
100k-100seg-100H,10,1.0,1.0,0.0,0.0,,,,AUC-ROC
100k-100seg-100L,4,,,,0.0,1.0,1.0,0.0,AUC-ROC
100k-100seg-100L,10,1.0,1.0,0.0,0.0,,,,AUC-ROC
100k-10seg-100H,4,,,,0.0,1.0,1.0,0.0,AUC-ROC
100k-10seg-100H,10,1.0,1.0,0.0,0.0,,,,AUC-ROC
100k-10seg-100L,4,,,,0.0,1.0,1.0,0.0,AUC-ROC
100k-10seg-100L,10,1.0,1.0,0.0,0.0,,,,AUC-ROC
100k-200seg-50H,4,,,,0.0,1.0,1.0,0.0,AUC-ROC
100k-200seg-50H,10,1.0,1.0,0.0,0.0,,,,AUC-ROC
100k-200seg-50L,4,,,,0.0,1.0,1.0,0.0,AUC-ROC
100k-200seg-50L,10,1.0,1.0,0.0,0.0,,,,AUC-ROC
100k-20seg-500H,4,,,,0.0,1.0,1.0,0.0,AUC-ROC
100k-20seg-500H,10,1.0,1.0,0.0,0.0,,,,AUC-ROC
100k-20seg-500L,4,,,,0.0,1.0,1.0,0.0,AUC-ROC
100k-20seg-500L,10,1.0,1.0,0.0,0.0,,,,AUC-ROC
100k-20seg-50H,4,,,,0.0,1.0,1.0,0.0,AUC-ROC
100k-20seg-50H,10,1.0,1.0,0.0,0.0,,,,AUC-ROC
100k-20seg-50L,4,,,,0.0,1.0,1.0,0.0,AUC-ROC
100k-20seg-50L,10,1.0,1.0,0.0,0.0,,,,AUC-ROC
100k-2seg-500H,4,,,,0.0,1.0,1.0,0.0,AUC-ROC
100k-2seg-500H,10,1.0,1.0,0.0,0.0,,,,AUC-ROC
100k-2seg-500L,4,,,,0.0,1.0,1.0,0.0,AUC-ROC
100k-2seg-500L,10,1.0,1.0,0.0,0.0,,,,AUC-ROC
100k-500seg-20H,4,,,,0.0,1.0,1.0,0.0,AUC-ROC
100k-500seg-20H,10,1.0,1.0,0.0,0.0,,,,AUC-ROC
100k-500seg-20L,4,,,,0.0,1.0,1.0,0.0,AUC-ROC
100k-500seg-20L,10,1.0,1.0,0.0,0.0,,,,AUC-ROC
100k-50seg-20H,4,,,,0.0,1.0,1.0,0.0,AUC-ROC
100k-50seg-20H,10,1.0,1.0,0.0,0.0,,,,AUC-ROC
100k-50seg-20L,4,,,,0.0,1.0,1.0,0.0,AUC-ROC
100k-50seg-20L,10,1.0,1.0,0.0,0.0,,,,AUC-ROC
10k-10seg-100H,4,,,,0.0,1.0,1.0,0.0,AUC-ROC
10k-10seg-100H,10,1.0,1.0,0.0,0.0,,,,AUC-ROC
10k-10seg-100L,4,,,,0.0,1.0,1.0,0.0,AUC-ROC
10k-10seg-100L,10,1.0,1.0,0.0,0.0,,,,AUC-ROC
10k-1seg-100H,4,,,,0.0,1.0,1.0,0.0,AUC-ROC
10k-1seg-100H,10,1.0,1.0,0.0,0.0,,,,AUC-ROC
10k-1seg-100L,4,,,,0.0,1.0,1.0,0.0,AUC-ROC
10k-1seg-100L,10,1.0,1.0,0.0,0.0,,,,AUC-ROC
10k-20seg-50H,4,,,,0.0,1.0,1.0,0.0,AUC-ROC
10k-20seg-50H,10,1.0,1.0,0.0,0.0,,,,AUC-ROC
10k-20seg-50L,4,,,,0.0,1.0,1.0,0.0,AUC-ROC
10k-20seg-50L,10,1.0,1.0,0.0,0.0,,,,AUC-ROC
10k-2seg-500H,4,,,,0.0,1.0,1.0,0.0,AUC-ROC
10k-2seg-500H,10,1.0,1.0,0.0,0.0,,,,AUC-ROC
10k-2seg-500L,4,,,,0.0,1.0,1.0,0.0,AUC-ROC
10k-2seg-500L,10,1.0,1.0,0.0,0.0,,,,AUC-ROC
10k-2seg-50H,4,,,,0.0,1.0,1.0,0.0,AUC-ROC
10k-2seg-50H,10,1.0,1.0,0.0,0.0,,,,AUC-ROC
10k-2seg-50L,4,,,,0.0,1.0,1.0,0.0,AUC-ROC
10k-2seg-50L,10,1.0,1.0,0.0,0.0,,,,AUC-ROC
10k-50seg-20H,4,,,,0.0,1.0,1.0,0.0,AUC-ROC
10k-50seg-20H,10,1.0,1.0,0.0,0.0,,,,AUC-ROC
10k-50seg-20L,4,,,,0.0,1.0,1.0,0.0,AUC-ROC
10k-50seg-20L,10,1.0,1.0,0.0,0.0,,,,AUC-ROC
10k-5seg-20H,4,,,,0.0,1.0,1.0,0.0,AUC-ROC
10k-5seg-20H,10,1.0,1.0,0.0,0.0,,,,AUC-ROC
10k-5seg-20L,4,,,,0.0,1.0,1.0,0.0,AUC-ROC
10k-5seg-20L,10,1.0,1.0,0.0,0.0,,,,AUC-ROC
MSL,4,,,,0.0,1.0,1.0,0.0,AUC-ROC
MSL,10,1.0,1.0,0.0,0.0,,,,AUC-ROC
NIPS_TS_Creditcard,4,,,,0.0,1.0,1.0,0.0,AUC-ROC
NIPS_TS_Creditcard,10,1.0,1.0,0.0,0.0,,,,AUC-ROC
PSM,4,,,,0.0,1.0,1.0,0.0,AUC-ROC
PSM,10,1.0,1.0,0.0,0.0,,,,AUC-ROC
SMD-1-1,4,,,,0.0,1.0,1.0,0.0,AUC-ROC
SMD-1-1,10,1.0,1.0,0.0,0.0,,,,AUC-ROC
SMD-2-1,4,,,,0.0,1.0,1.0,0.0,AUC-ROC
SMD-2-1,10,1.0,1.0,0.0,0.0,,,,AUC-ROC
SMD-3-1,4,,,,0.0,1.0,1.0,0.0,AUC-ROC
SMD-3-1,10,1.0,1.0,0.0,0.0,,,,AUC-ROC
SWAT,4,,,,0.0,1.0,1.0,0.0,AUC-ROC
SWAT,10,1.0,1.0,0.0,0.0,,,,AUC-ROC
100k-100seg-100H,4,,,,0.05,1.0,1.0,0.0,AUC-ROC
100k-100seg-100H,4,,,,0.1,1.0,1.0,0.0,AUC-ROC
100k-100seg-100H,10,1.0,1.0,0.0,0.05,,,,AUC-ROC
100k-100seg-100H,10,1.0,1.0,0.0,0.1,,,,AUC-ROC
100k-100seg-100L,4,,,,0.05,1.0,1.0,0.0,AUC-ROC
100k-100seg-100L,4,,,,0.1,1.0,1.0,0.0,AUC-ROC
100k-100seg-100L,10,1.0,1.0,0.0,0.05,,,,AUC-ROC
100k-100seg-100L,10,1.0,1.0,0.0,0.1,,,,AUC-ROC
100k-10seg-100H,4,,,,0.05,1.0,1.0,0.0,AUC-ROC
100k-10seg-100H,4,,,,0.1,1.0,1.0,0.0,AUC-ROC
100k-10seg-100H,10,1.0,1.0,0.0,0.05,,,,AUC-ROC
100k-10seg-100H,10,1.0,1.0,0.0,0.1,,,,AUC-ROC
100k-10seg-100L,4,,,,0.05,1.0,1.0,0.0,AUC-ROC
100k-10seg-100L,4,,,,0.1,1.0,1.0,0.0,AUC-ROC
100k-10seg-100L,10,1.0,1.0,0.0,0.05,,,,AUC-ROC
100k-10seg-100L,10,1.0,1.0,0.0,0.1,,,,AUC-ROC
100k-200seg-50H,4,,,,0.05,1.0,1.0,0.0,AUC-ROC
100k-200seg-50H,4,,,,0.1,1.0,1.0,0.0,AUC-ROC
100k-200seg-50H,10,1.0,1.0,0.0,0.05,,,,AUC-ROC
100k-200seg-50H,10,1.0,1.0,0.0,0.1,,,,AUC-ROC
100k-200seg-50L,4,,,,0.05,1.0,1.0,0.0,AUC-ROC
100k-200seg-50L,4,,,,0.1,1.0,1.0,0.0,AUC-ROC
100k-200seg-50L,10,1.0,1.0,0.0,0.05,,,,AUC-ROC
100k-200seg-50L,10,1.0,1.0,0.0,0.1,,,,AUC-ROC
100k-20seg-500H,4,,,,0.05,1.0,1.0,0.0,AUC-ROC
100k-20seg-500H,4,,,,0.1,1.0,1.0,0.0,AUC-ROC
100k-20seg-500H,10,1.0,1.0,0.0,0.05,,,,AUC-ROC
100k-20seg-500H,10,1.0,1.0,0.0,0.1,,,,AUC-ROC
100k-20seg-500L,4,,,,0.05,1.0,1.0,0.0,AUC-ROC
100k-20seg-500L,4,,,,0.1,1.0,1.0,0.0,AUC-ROC
100k-20seg-500L,10,1.0,1.0,0.0,0.05,,,,AUC-ROC
100k-20seg-500L,10,1.0,1.0,0.0,0.1,,,,AUC-ROC
100k-20seg-50H,4,,,,0.05,1.0,1.0,0.0,AUC-ROC
100k-20seg-50H,4,,,,0.1,1.0,1.0,0.0,AUC-ROC
100k-20seg-50H,10,1.0,1.0,0.0,0.05,,,,AUC-ROC
100k-20seg-50H,10,1.0,1.0,0.0,0.1,,,,AUC-ROC
100k-20seg-50L,4,,,,0.05,1.0,1.0,0.0,AUC-ROC
100k-20seg-50L,4,,,,0.1,1.0,1.0,0.0,AUC-ROC
100k-20seg-50L,10,1.0,1.0,0.0,0.05,,,,AUC-ROC
100k-20seg-50L,10,1.0,1.0,0.0,0.1,,,,AUC-ROC
100k-2seg-500H,4,,,,0.05,0.8,0.6667,0.5,AUC-ROC
100k-2seg-500H,4,,,,0.05,1.0,1.0,0.0,AUC-ROC
100k-2seg-500H,4,,,,0.1,0.8,0.6667,0.5,AUC-ROC
100k-2seg-500H,4,,,,0.1,1.0,1.0,0.0,AUC-ROC
100k-2seg-500H,10,1.0,1.0,0.0,0.05,,,,AUC-ROC
100k-2seg-500H,10,1.0,1.0,0.0,0.1,,,,AUC-ROC
100k-2seg-500L,4,,,,0.05,1.0,1.0,0.0,AUC-ROC
100k-2seg-500L,4,,,,0.1,1.0,1.0,0.0,AUC-ROC
100k-2seg-500L,10,1.0,1.0,0.0,0.05,,,,AUC-ROC
100k-2seg-500L,10,1.0,1.0,0.0,0.1,,,,AUC-ROC
100k-500seg-20H,4,,,,0.05,1.0,1.0,0.0,AUC-ROC
100k-500seg-20H,4,,,,0.1,1.0,1.0,0.0,AUC-ROC
100k-500seg-20H,10,1.0,1.0,0.0,0.05,,,,AUC-ROC
100k-500seg-20H,10,1.0,1.0,0.0,0.1,,,,AUC-ROC
100k-500seg-20L,4,,,,0.05,1.0,1.0,0.0,AUC-ROC
100k-500seg-20L,4,,,,0.1,1.0,1.0,0.0,AUC-ROC
100k-500seg-20L,10,1.0,1.0,0.0,0.05,,,,AUC-ROC
100k-500seg-20L,10,1.0,1.0,0.0,0.1,,,,AUC-ROC
100k-50seg-20H,4,,,,0.05,1.0,1.0,0.0,AUC-ROC
100k-50seg-20H,4,,,,0.1,1.0,1.0,0.0,AUC-ROC
100k-50seg-20H,10,1.0,1.0,0.0,0.05,,,,AUC-ROC
100k-50seg-20H,10,1.0,1.0,0.0,0.1,,,,AUC-ROC
100k-50seg-20L,4,,,,0.05,1.0,1.0,0.0,AUC-ROC
100k-50seg-20L,4,,,,0.1,1.0,1.0,0.0,AUC-ROC
100k-50seg-20L,10,1.0,1.0,0.0,0.05,,,,AUC-ROC
100k-50seg-20L,10,1.0,1.0,0.0,0.1,,,,AUC-ROC
10k-10seg-100H,4,,,,0.05,1.0,1.0,0.0,AUC-ROC
10k-10seg-100H,4,,,,0.1,1.0,1.0,0.0,AUC-ROC
10k-10seg-100H,10,1.0,1.0,0.0,0.05,,,,AUC-ROC
10k-10seg-100H,10,1.0,1.0,0.0,0.1,,,,AUC-ROC
10k-10seg-100L,4,,,,0.05,1.0,1.0,0.0,AUC-ROC
10k-10seg-100L,4,,,,0.1,1.0,1.0,0.0,AUC-ROC
10k-10seg-100L,10,1.0,1.0,0.0,0.05,,,,AUC-ROC
10k-10seg-100L,10,1.0,1.0,0.0,0.1,,,,AUC-ROC
10k-1seg-100H,4,,,,0.05,0.8,0.6667,0.5,AUC-ROC
10k-1seg-100H,4,,,,0.05,1.0,1.0,0.0,AUC-ROC
10k-1seg-100H,4,,,,0.1,0.8,0.6667,0.5,AUC-ROC
10k-1seg-100H,4,,,,0.1,1.0,1.0,0.0,AUC-ROC
10k-1seg-100H,10,1.0,1.0,0.0,0.05,,,,AUC-ROC
10k-1seg-100H,10,1.0,1.0,0.0,0.1,,,,AUC-ROC
10k-1seg-100L,4,,,,0.05,0.2,0.0,1.0,AUC-ROC
10k-1seg-100L,4,,,,0.05,0.8,0.6667,0.5,AUC-ROC
10k-1seg-100L,4,,,,0.05,0.4,0.3333,1.0,AUC-ROC
10k-1seg-100L,4,,,,0.05,1.0,1.0,0.0,AUC-ROC
10k-1seg-100L,4,,,,0.1,0.2,0.0,1.0,AUC-ROC
10k-1seg-100L,4,,,,0.1,0.8,0.6667,0.5,AUC-ROC
10k-1seg-100L,4,,,,0.1,0.4,0.3333,1.0,AUC-ROC
10k-1seg-100L,4,,,,0.1,1.0,1.0,0.0,AUC-ROC
10k-1seg-100L,10,0.9879,0.9556,0.2,0.05,,,,AUC-ROC
10k-1seg-100L,10,1.0,1.0,0.0,0.05,,,,AUC-ROC
10k-1seg-100L,10,0.9879,0.9556,0.2,0.1,,,,AUC-ROC
10k-1seg-100L,10,1.0,1.0,0.0,0.1,,,,AUC-ROC
10k-20seg-50H,4,,,,0.05,1.0,1.0,0.0,AUC-ROC
10k-20seg-50H,4,,,,0.1,1.0,1.0,0.0,AUC-ROC
10k-20seg-50H,10,1.0,1.0,0.0,0.05,,,,AUC-ROC
10k-20seg-50H,10,1.0,1.0,0.0,0.1,,,,AUC-ROC
10k-20seg-50L,4,,,,0.05,1.0,1.0,0.0,AUC-ROC
10k-20seg-50L,4,,,,0.1,1.0,1.0,0.0,AUC-ROC
10k-20seg-50L,10,1.0,1.0,0.0,0.05,,,,AUC-ROC
10k-20seg-50L,10,1.0,1.0,0.0,0.1,,,,AUC-ROC
10k-2seg-500H,4,,,,0.05,1.0,1.0,0.0,AUC-ROC
10k-2seg-500H,4,,,,0.1,1.0,1.0,0.0,AUC-ROC
10k-2seg-500H,10,1.0,1.0,0.0,0.05,,,,AUC-ROC
10k-2seg-500H,10,1.0,1.0,0.0,0.1,,,,AUC-ROC
10k-2seg-500L,4,,,,0.05,1.0,1.0,0.0,AUC-ROC
10k-2seg-500L,4,,,,0.1,1.0,1.0,0.0,AUC-ROC
10k-2seg-500L,10,1.0,1.0,0.0,0.05,,,,AUC-ROC
10k-2seg-500L,10,1.0,1.0,0.0,0.1,,,,AUC-ROC
10k-2seg-50H,4,,,,0.05,0.8,0.6667,0.5,AUC-ROC
10k-2seg-50H,4,,,,0.05,1.0,1.0,0.0,AUC-ROC
10k-2seg-50H,4,,,,0.1,0.8,0.6667,0.5,AUC-ROC
10k-2seg-50H,4,,,,0.1,1.0,1.0,0.0,AUC-ROC
10k-2seg-50H,10,0.9879,0.9556,0.2,0.05,,,,AUC-ROC
10k-2seg-50H,10,1.0,1.0,0.0,0.05,,,,AUC-ROC
10k-2seg-50H,10,0.9879,0.9556,0.2,0.1,,,,AUC-ROC
10k-2seg-50H,10,1.0,1.0,0.0,0.1,,,,AUC-ROC
10k-2seg-50L,4,,,,0.05,0.4,0.3333,1.0,AUC-ROC
10k-2seg-50L,4,,,,0.05,1.0,1.0,0.0,AUC-ROC
10k-2seg-50L,4,,,,0.1,0.4,0.3333,1.0,AUC-ROC
10k-2seg-50L,4,,,,0.1,1.0,1.0,0.0,AUC-ROC
10k-2seg-50L,10,0.9879,0.9556,0.2,0.05,,,,AUC-ROC
10k-2seg-50L,10,1.0,1.0,0.0,0.05,,,,AUC-ROC
10k-2seg-50L,10,0.9879,0.9556,0.2,0.1,,,,AUC-ROC
10k-2seg-50L,10,1.0,1.0,0.0,0.1,,,,AUC-ROC
10k-50seg-20H,4,,,,0.05,1.0,1.0,0.0,AUC-ROC
10k-50seg-20H,4,,,,0.1,1.0,1.0,0.0,AUC-ROC
10k-50seg-20H,10,1.0,1.0,0.0,0.05,,,,AUC-ROC
10k-50seg-20H,10,1.0,1.0,0.0,0.1,,,,AUC-ROC
10k-50seg-20L,4,,,,0.05,1.0,1.0,0.0,AUC-ROC
10k-50seg-20L,4,,,,0.1,1.0,1.0,0.0,AUC-ROC
10k-50seg-20L,10,1.0,1.0,0.0,0.05,,,,AUC-ROC
10k-50seg-20L,10,1.0,1.0,0.0,0.1,,,,AUC-ROC
10k-5seg-20H,4,,,,0.05,0.8,0.6667,0.5,AUC-ROC
10k-5seg-20H,4,,,,0.05,1.0,1.0,0.0,AUC-ROC
10k-5seg-20H,4,,,,0.1,0.8,0.6667,0.5,AUC-ROC
10k-5seg-20H,4,,,,0.1,1.0,1.0,0.0,AUC-ROC
10k-5seg-20H,10,1.0,1.0,0.0,0.05,,,,AUC-ROC
10k-5seg-20H,10,1.0,1.0,0.0,0.1,,,,AUC-ROC
10k-5seg-20L,4,,,,0.05,0.4,0.3333,1.0,AUC-ROC
10k-5seg-20L,4,,,,0.05,0.8,0.6667,0.5,AUC-ROC
10k-5seg-20L,4,,,,0.05,1.0,1.0,0.0,AUC-ROC
10k-5seg-20L,4,,,,0.1,0.4,0.3333,1.0,AUC-ROC
10k-5seg-20L,4,,,,0.1,0.8,0.6667,0.5,AUC-ROC
10k-5seg-20L,4,,,,0.1,1.0,1.0,0.0,AUC-ROC
10k-5seg-20L,10,1.0,1.0,0.0,0.05,,,,AUC-ROC
10k-5seg-20L,10,1.0,1.0,0.0,0.1,,,,AUC-ROC
MSL,4,,,,0.05,1.0,1.0,0.0,AUC-ROC
MSL,4,,,,0.1,1.0,1.0,0.0,AUC-ROC
MSL,10,1.0,1.0,0.0,0.05,,,,AUC-ROC
MSL,10,1.0,1.0,0.0,0.1,,,,AUC-ROC
NIPS_TS_Creditcard,4,,,,0.05,1.0,1.0,0.0,AUC-ROC
NIPS_TS_Creditcard,4,,,,0.1,1.0,1.0,0.0,AUC-ROC
NIPS_TS_Creditcard,10,1.0,1.0,0.0,0.05,,,,AUC-ROC
NIPS_TS_Creditcard,10,1.0,1.0,0.0,0.1,,,,AUC-ROC
PSM,4,,,,0.05,1.0,1.0,0.0,AUC-ROC
PSM,4,,,,0.1,1.0,1.0,0.0,AUC-ROC
PSM,10,1.0,1.0,0.0,0.05,,,,AUC-ROC
PSM,10,1.0,1.0,0.0,0.1,,,,AUC-ROC
SMD-1-1,4,,,,0.05,1.0,1.0,0.0,AUC-ROC
SMD-1-1,4,,,,0.1,1.0,1.0,0.0,AUC-ROC
SMD-1-1,10,1.0,1.0,0.0,0.05,,,,AUC-ROC
SMD-1-1,10,1.0,1.0,0.0,0.1,,,,AUC-ROC
SMD-2-1,4,,,,0.05,1.0,1.0,0.0,AUC-ROC
SMD-2-1,4,,,,0.1,1.0,1.0,0.0,AUC-ROC
SMD-2-1,10,1.0,1.0,0.0,0.05,,,,AUC-ROC
SMD-2-1,10,1.0,1.0,0.0,0.1,,,,AUC-ROC
SMD-3-1,4,,,,0.05,0.8,0.6667,0.5,AUC-ROC
SMD-3-1,4,,,,0.05,1.0,1.0,0.0,AUC-ROC
SMD-3-1,4,,,,0.1,0.8,0.6667,0.5,AUC-ROC
SMD-3-1,4,,,,0.1,1.0,1.0,0.0,AUC-ROC
SMD-3-1,10,1.0,1.0,0.0,0.05,,,,AUC-ROC
SMD-3-1,10,1.0,1.0,0.0,0.1,,,,AUC-ROC
SWAT,4,,,,0.05,1.0,1.0,0.0,AUC-ROC
SWAT,4,,,,0.1,1.0,1.0,0.0,AUC-ROC
SWAT,10,1.0,1.0,0.0,0.05,,,,AUC-ROC
SWAT,10,1.0,1.0,0.0,0.1,,,,AUC-ROC
100k-100seg-100H,4,,,,0.0,1.0,1.0,0.0,VUS-ROC
100k-100seg-100H,10,1.0,1.0,0.0,0.0,,,,VUS-ROC
100k-100seg-100L,4,,,,0.0,1.0,1.0,0.0,VUS-ROC
100k-100seg-100L,10,1.0,1.0,0.0,0.0,,,,VUS-ROC
100k-10seg-100H,4,,,,0.0,1.0,1.0,0.0,VUS-ROC
100k-10seg-100H,10,1.0,1.0,0.0,0.0,,,,VUS-ROC
100k-10seg-100L,4,,,,0.0,1.0,1.0,0.0,VUS-ROC
100k-10seg-100L,10,1.0,1.0,0.0,0.0,,,,VUS-ROC
100k-200seg-50H,4,,,,0.0,1.0,1.0,0.0,VUS-ROC
100k-200seg-50H,10,1.0,1.0,0.0,0.0,,,,VUS-ROC
100k-200seg-50L,4,,,,0.0,1.0,1.0,0.0,VUS-ROC
100k-200seg-50L,10,1.0,1.0,0.0,0.0,,,,VUS-ROC
100k-20seg-500H,4,,,,0.0,1.0,1.0,0.0,VUS-ROC
100k-20seg-500H,10,1.0,1.0,0.0,0.0,,,,VUS-ROC
100k-20seg-500L,4,,,,0.0,1.0,1.0,0.0,VUS-ROC
100k-20seg-500L,10,1.0,1.0,0.0,0.0,,,,VUS-ROC
100k-20seg-50H,4,,,,0.0,1.0,1.0,0.0,VUS-ROC
100k-20seg-50H,10,1.0,1.0,0.0,0.0,,,,VUS-ROC
100k-20seg-50L,4,,,,0.0,1.0,1.0,0.0,VUS-ROC
100k-20seg-50L,10,1.0,1.0,0.0,0.0,,,,VUS-ROC
100k-2seg-500H,4,,,,0.0,1.0,1.0,0.0,VUS-ROC
100k-2seg-500H,10,1.0,1.0,0.0,0.0,,,,VUS-ROC
100k-2seg-500L,4,,,,0.0,1.0,1.0,0.0,VUS-ROC
100k-2seg-500L,10,1.0,1.0,0.0,0.0,,,,VUS-ROC
100k-500seg-20H,4,,,,0.0,1.0,1.0,0.0,VUS-ROC
100k-500seg-20H,10,1.0,1.0,0.0,0.0,,,,VUS-ROC
100k-500seg-20L,4,,,,0.0,1.0,1.0,0.0,VUS-ROC
100k-500seg-20L,10,1.0,1.0,0.0,0.0,,,,VUS-ROC
100k-50seg-20H,4,,,,0.0,1.0,1.0,0.0,VUS-ROC
100k-50seg-20H,10,1.0,1.0,0.0,0.0,,,,VUS-ROC
